geneID	txID	gene	transcript
gene-Smpd2	rna-XM_030244973	1	NA
gene-Cep57l1	rna-NM_001243075	0.74374446985737	NA
gene-Cep57l1	rna-NM_001243074	0.74374446985737	NA
gene-Cep57l1	rna-XM_036155481	0.74374446985737	NA
gene-Cep57l1	rna-XM_036155473	0.74374446985737	NA
gene-Cep57l1	rna-XM_036155460	0.74374446985737	NA
gene-Cep57l1	rna-XM_036155471	0.74374446985737	NA
gene-Sesn1	rna-NM_001162908	1	NA
gene-Sesn1	rna-NM_001013370	1	NA
gene-Armc2	rna-NM_001034858	1	NA
gene-Armc2	rna-XM_006512653	1	NA
gene-Foxo3	rna-NM_001376967	0.0558458497905236	NA
gene-Foxo3	rna-NM_019740	0.0558458497905236	NA
gene-Afg1l	rna-NM_001359297	0.328497617019591	NA
gene-Afg1l	rna-NM_145743	0.328497617019591	NA
gene-Sec63	rna-NM_001359283	1	NA
gene-Sec63	rna-NM_001359286	1	NA
gene-Sec63	rna-NM_153055	1	NA
gene-Scml4	rna-XM_006512752	0.361320699344517	NA
gene-Scml4	rna-NM_001359265	0.361320699344517	NA
gene-Scml4	rna-NM_172938	0.361320699344517	NA
gene-Scml4	rna-XM_006512755	0.361320699344517	NA
gene-Gm51402	rna-XR_003948864	0.0802300203623897	NA
gene-Gm51402	rna-XR_003948865	0.0802300203623897	NA
gene-Pdss2	rna-XM_006512852	1	NA
gene-Pdss2	rna-XM_006512854	1	NA
gene-Pdss2	rna-NM_027772	1	NA
gene-Bend3	rna-NM_199028	0.385675488634215	NA
gene-Bend3	rna-NM_001359601	0.385675488634215	NA
gene-Mtres1	rna-NM_026411	1	NA
gene-Mtres1	rna-XM_006512833	1	NA
gene-Rtn4ip1	rna-NM_130892	1	NA
gene-Rtn4ip1	rna-NR_152603	1	NA
gene-Prdm1	rna-NM_007548	1	NA
gene-Prdm1	rna-NM_001405933	1	NA
gene-Prep	rna-NM_011156	0.485489870603488	NA
gene-Prep	rna-XM_011243142	0.485489870603488	NA
gene-Lin28b	rna-XM_011243183	0.795167150225435	NA
gene-Lin28b	rna-XM_011243182	0.795167150225435	NA
gene-Lin28b	rna-NM_001031772	0.795167150225435	NA
gene-Lin28b	rna-XM_011243188	0.795167150225435	NA
gene-Lin28b	rna-XM_011243187	0.795167150225435	NA
gene-Lin28b	rna-XM_036155873	0.795167150225435	NA
gene-Hace1	rna-XM_030244982	0.175425370806425	NA
gene-Hace1	rna-XR_003948642	0.175425370806425	NA
gene-Hace1	rna-NM_172473	0.175425370806425	NA
gene-Hace1	rna-XM_036155719	0.175425370806425	NA
gene-Grik2	rna-NM_001111268	1	NA
gene-Grik2	rna-XM_011243121	1	NA
gene-Grik2	rna-XM_006512545	1	NA
gene-Ascc3	rna-XM_030245388	0.726874159632507	NA
gene-Ascc3	rna-NM_198007	0.726874159632507	NA
gene-Ascc3	rna-XM_030245389	0.726874159632507	NA
gene-Sim1	rna-XM_006512627	1	NA
gene-Sim1	rna-XM_006512631	1	NA
gene-Dcbld1	rna-XM_030245220	0.841947895583279	NA
gene-Dcbld1	rna-NM_025705	0.841947895583279	NA
gene-Gopc	rna-NM_001199272	1	NA
gene-Gopc	rna-NM_053187	1	NA
gene-Mcm9	rna-XM_017314098	1	NA
gene-Mcm9	rna-NM_027830	1	NA
gene-Fam184a	rna-XM_006512894	0.859343531003879	NA
gene-Fam184a	rna-XM_006512890	0.859343531003879	NA
gene-Fam184a	rna-XM_036156073	0.859343531003879	NA
gene-Fam184a	rna-XM_030245346	0.859343531003879	NA
gene-Fam184a	rna-XM_036156071	0.859343531003879	NA
gene-Man1a	rna-NM_008548	1	NA
gene-Man1a	rna-XM_006512568	1	NA
gene-Gcc2	rna-NM_027375	1	NA
gene-Gcc2	rna-NR_176435	1	NA
gene-Lims1	rna-XM_030244824	0.0736220601029709	NA
gene-Lims1	rna-NM_001359115	0.0736220601029709	NA
gene-Lims1	rna-NM_026148	0.0736220601029709	NA
gene-Ccdc138	rna-XM_030245352	0.186485933483438	NA
gene-Ccdc138	rna-XM_030245353	0.186485933483438	NA
gene-Ccdc138	rna-XR_004936298	0.186485933483438	NA
gene-Ccdc138	rna-NM_001162956	0.186485933483438	NA
gene-Ccdc138	rna-XM_006514273	0.186485933483438	NA
gene-Ccdc138	rna-XR_004936300	0.186485933483438	NA
gene-Edar	rna-XM_030244869	1	NA
gene-Edar	rna-NM_010100	1	NA
gene-Septin10	rna-NM_001024911	0.907634629372481	NA
gene-Septin10	rna-NM_001379064	0.907634629372481	NA
gene-Septin10	rna-NM_001379065	0.907634629372481	NA
gene-Septin10	rna-NM_001379066	0.907634629372481	NA
gene-P4ha1	rna-XR_001779474	1	NA
gene-P4ha1	rna-NM_001316371	1	NA
gene-P4ha1	rna-NM_011030	1	NA
gene-Micu1	rna-NM_001359267	0.791716198001413	NA
gene-Micu1	rna-NM_144822	0.791716198001413	NA
gene-Dnajb12	rna-NM_001374756	0.47482864513891	NA
gene-Dnajb12	rna-NM_001376970	0.47482864513891	NA
gene-Dnajb12	rna-NM_019965	0.47482864513891	NA
gene-Ascc1	rna-NM_026937	1	NA
gene-Ascc1	rna-XM_006514041	1	NA
gene-Ascc1	rna-NM_001199187	1	NA
gene-Spock2	rna-NM_052994	3.67981319489748e-09	0
gene-Spock2	rna-XM_006514347	3.67981319489748e-09	0
gene-Chst3	rna-NM_001407025	1	NA
gene-Chst3	rna-NM_016803	1	NA
gene-Psap	rna-NM_001146120	1	NA
gene-Psap	rna-NM_001146121	1	NA
gene-Psap	rna-NM_011179	1	NA
gene-Cdh23	rna-XM_017313929	0.092297789689827	NA
gene-Cdh23	rna-XM_030245069	0.092297789689827	NA
gene-Cdh23	rna-XM_017313928	0.092297789689827	NA
gene-Vsir	rna-NM_001159572	1	NA
gene-Vsir	rna-NM_028732	1	NA
gene-Slc29a3	rna-NM_023596	1	NA
gene-Slc29a3	rna-XM_006514119	1	NA
gene-Slc29a3	rna-XM_006514120	1	NA
gene-Unc5b	rna-NM_001359273	1	NA
gene-Unc5b	rna-NM_029770	1	NA
gene-Sgpl1	rna-NM_001316673	0.448354305774558	NA
gene-Sgpl1	rna-NM_001316674	0.448354305774558	NA
gene-Sgpl1	rna-NM_009163	0.448354305774558	NA
gene-Adamts14	rna-NM_001081127	1	NA
gene-Adamts14	rna-NR_157278	1	NA
gene-Pald1	rna-XR_004936190	0.661219486211033	NA
gene-Pald1	rna-XR_380400	0.661219486211033	NA
gene-Pald1	rna-NM_013753	0.661219486211033	NA
gene-Pald1	rna-NM_001372378	0.661219486211033	NA
gene-Lrrc20	rna-XM_017313884	1	NA
gene-Lrrc20	rna-XM_017313885	1	NA
gene-Lrrc20	rna-XM_006513472	1	NA
gene-Lrrc20	rna-NM_153542	1	NA
gene-Npffr1	rna-XM_011243444	1	NA
gene-Npffr1	rna-NM_001177511	1	NA
gene-Tysnd1	rna-NM_027912	1	NA
gene-Tysnd1	rna-NR_073587	1	NA
gene-Aifm2	rna-NM_001039194	1	NA
gene-Aifm2	rna-NM_001284300	1	NA
gene-Aifm2	rna-NM_178058	1	NA
gene-Macroh2a2	rna-XM_006513833	1	NA
gene-Macroh2a2	rna-NM_207000	1	NA
gene-Fam241b	rna-NM_001358252	1	NA
gene-Fam241b	rna-NM_027251	1	NA
gene-Tspan15	rna-NM_197996	1	NA
gene-Tspan15	rna-XM_006514080	1	NA
gene-Tspan15	rna-XM_011243560	1	NA
gene-Hk1	rna-NM_001146100	0.270852662200587	NA
gene-Hk1	rna-XM_006513246	0.270852662200587	NA
gene-Supv3l1	rna-NM_001359806	1	NA
gene-Supv3l1	rna-NM_181423	1	NA
gene-Ddx50	rna-NM_001358819	0.496360885079176	NA
gene-Ddx50	rna-NM_053183	0.496360885079176	NA
gene-Ddx50	rna-XM_030245408	0.496360885079176	NA
gene-Ccar1	rna-XM_011243537	0.858639401586513	NA
gene-Ccar1	rna-XM_006513996	0.858639401586513	NA
gene-Ccar1	rna-NM_026201	0.858639401586513	NA
gene-Tet1	rna-NM_001406381	1	NA
gene-Tet1	rna-NM_001406382	1	NA
gene-Slc25a16	rna-NM_001417857	0.868168311991058	NA
gene-Slc25a16	rna-NM_175194	0.868168311991058	NA
gene-Dna2	rna-XM_036155824	0.859345391580739	NA
gene-Dna2	rna-NM_177372	0.859345391580739	NA
gene-Rufy2	rna-XR_003948799	0.183463287848404	NA
gene-Rufy2	rna-XR_003948801	0.183463287848404	NA
gene-Rufy2	rna-XM_006514087	0.183463287848404	NA
gene-Rufy2	rna-XR_004936273	0.183463287848404	NA
gene-Hnrnph3	rna-NM_001079824	0.221721567098305	NA
gene-Hnrnph3	rna-XM_030245158	0.221721567098305	NA
gene-Hnrnph3	rna-XM_006513837	0.221721567098305	NA
gene-Hnrnph3	rna-XM_030245163	0.221721567098305	NA
gene-Hnrnph3	rna-XM_006513839	0.221721567098305	NA
gene-Herc4	rna-NM_026101	1	NA
gene-Herc4	rna-NM_030114	1	NA
gene-Sirt1	rna-NM_001159589	0.676384720943202	NA
gene-Sirt1	rna-NM_019812	0.676384720943202	NA
gene-1110002J07Rik	rna-NR_138560	0.203333699107536	NA
gene-1110002J07Rik	rna-NR_138561	0.203333699107536	NA
gene-Jmjd1c	rna-XM_006513042	0.00721353000669559	1
gene-Jmjd1c	rna-XM_006513044	0.00721353000669559	1
gene-Jmjd1c	rna-XM_030244812	0.00721353000669559	1
gene-Jmjd1c	rna-XM_006513041	0.00721353000669559	1
gene-Jmjd1c	rna-XM_036155491	0.00721353000669559	0.005259951640861
gene-Jmjd1c	rna-XM_036155495	0.00721353000669559	1
gene-Rtkn2	rna-XR_004936111	1	NA
gene-Rtkn2	rna-XR_003948599	1	NA
gene-Rtkn2	rna-NM_001359319	1	NA
gene-Rtkn2	rna-XM_036155654	1	NA
gene-Arid5b	rna-XM_006514131	0.015480795242179	0.217458648482153
gene-Arid5b	rna-XM_006514132	0.015480795242179	1
gene-Arid5b	rna-XM_030245282	0.015480795242179	1
gene-Arid5b	rna-NM_023598	0.015480795242179	0.00669893747623776
gene-Rhobtb1	rna-NM_001081347	0.739160289533328	NA
gene-Rhobtb1	rna-NM_001252637	0.739160289533328	NA
gene-Rhobtb1	rna-NM_001252638	0.739160289533328	NA
gene-Rhobtb1	rna-XM_036155983	0.739160289533328	NA
gene-Ank3	rna-XM_036155553	7.75097300156827e-10	0.470282596786346
gene-Ank3	rna-NM_170728	7.75097300156827e-10	3.484867273026e-11
gene-Ank3	rna-NM_170730	7.75097300156827e-10	1.48238538041023e-05
gene-Ccdc6	rna-NM_001111121	0.239251626896025	NA
gene-Ccdc6	rna-XM_006514277	0.239251626896025	NA
gene-Fam13c	rna-NM_001143777	0.401372105739819	NA
gene-Fam13c	rna-NM_001359551	0.401372105739819	NA
gene-Fam13c	rna-NM_001143776	0.401372105739819	NA
gene-Fam13c	rna-NM_024244	0.401372105739819	NA
gene-Bicc1	rna-NM_001347189	1	NA
gene-Bicc1	rna-NM_031397	1	NA
gene-Ipmk	rna-NM_001347191	1	NA
gene-Ipmk	rna-NM_027184	1	NA
gene-Pcdh15	rna-XR_004936071	0.142310145881295	NA
gene-Pcdh15	rna-XR_004936081	0.142310145881295	NA
gene-Pcdh15	rna-XR_004936076	0.142310145881295	NA
gene-Pcdh15	rna-XM_006513156	0.142310145881295	NA
gene-Pcdh15	rna-XM_036155565	0.142310145881295	NA
gene-Pcdh15	rna-XR_004936092	0.142310145881295	NA
gene-Pcdh15	rna-XM_036155563	0.142310145881295	NA
gene-Pcdh15	rna-NM_001142746	0.142310145881295	NA
gene-Pcdh15	rna-NM_001142760	0.142310145881295	NA
gene-Gnaz	rna-NM_010311	0.850693008115126	NA
gene-Gnaz	rna-NM_001358848	0.850693008115126	NA
gene-Rab36	rna-XM_006514290	1	NA
gene-Rab36	rna-XR_380455	1	NA
gene-Rab36	rna-NM_001359270	1	NA
gene-Rab36	rna-NM_001359271	1	NA
gene-Rab36	rna-NM_001359272	1	NA
gene-Bcr	rna-NM_001081412	0.280441237831436	NA
gene-Bcr	rna-XM_006513061	0.280441237831436	NA
gene-Adora2a	rna-NM_009630	1	NA
gene-Adora2a	rna-XM_006513093	1	NA
gene-Adora2a	rna-NM_001331095	1	NA
gene-Gucd1	rna-NM_175133	1	NA
gene-Gucd1	rna-XM_006514034	1	NA
gene-Lrrc75b	rna-XM_036155705	0.355176059401031	NA
gene-Lrrc75b	rna-NM_198860	0.355176059401031	NA
gene-Ggt1	rna-NM_001379540	1	NA
gene-Ggt1	rna-NM_001379541	1	NA
gene-Ggt5	rna-XM_030245090	0.373008798096836	NA
gene-Ggt5	rna-XR_001779525	0.373008798096836	NA
gene-Ggt5	rna-NM_011820	0.373008798096836	NA
gene-Susd2	rna-NM_001162913	1	NA
gene-Susd2	rna-NM_027890	1	NA
gene-Cabin1	rna-XM_006513022	1.33274060348293e-08	0
gene-Cabin1	rna-XM_006513020	1.33274060348293e-08	0
gene-Smarcb1	rna-NM_001161853	1	NA
gene-Smarcb1	rna-NM_011418	1	NA
gene-Chchd10	rna-NM_175329	0.986934343424916	NA
gene-Chchd10	rna-XM_036155455	0.986934343424916	NA
gene-Zfp280b	rna-XM_006513943	0.895029226357135	NA
gene-Zfp280b	rna-NM_177475	0.895029226357135	NA
gene-Prmt2	rna-NM_001077638	1	NA
gene-Prmt2	rna-NM_133182	1	NA
gene-Dip2a	rna-XM_006513940	1	NA
gene-Dip2a	rna-XM_006513939	1	NA
gene-Dip2a	rna-XM_006513941	1	NA
gene-Dip2a	rna-NM_001081419	1	NA
gene-Pcnt	rna-XM_006513356	0.290644150340936	NA
gene-Pcnt	rna-XM_011243384	0.290644150340936	NA
gene-Pcnt	rna-NM_001282992	0.290644150340936	NA
gene-Mcm3ap	rna-NM_019434	0.000345491199835526	0
gene-Mcm3ap	rna-XM_006513894	0.000345491199835526	0
gene-Lss	rna-NM_146006	1	NA
gene-Lss	rna-XM_030244922	1	NA
gene-Pcbp3	rna-XM_017314037	1	NA
gene-Pcbp3	rna-NM_001347216	1	NA
gene-Pcbp3	rna-NM_021568	1	NA
gene-Pcbp3	rna-XM_006513925	1	NA
gene-Slc19a1	rna-XM_006513414	1	NA
gene-Slc19a1	rna-XR_003948632	1	NA
gene-Slc19a1	rna-NM_031196	1	NA
gene-Col18a1	rna-NM_001406250	1	NA
gene-Col18a1	rna-NM_009929	1	NA
gene-Adarb1	rna-XM_036155502	0.29489101077746	NA
gene-Adarb1	rna-NM_001024837	0.29489101077746	NA
gene-Adarb1	rna-NM_130895	0.29489101077746	NA
gene-Adarb1	rna-NR_021486	0.29489101077746	NA
gene-Trpm2	rna-XM_036155802	1	NA
gene-Trpm2	rna-XM_006513732	1	NA
gene-Trpm2	rna-XM_006513731	1	NA
gene-Trpm2	rna-NM_001411900	1	NA
gene-Trpm2	rna-XR_004936196	1	NA
gene-Trpm2	rna-XR_004936198	1	NA
gene-Cfap410	rna-XM_030245240	1	NA
gene-Cfap410	rna-NM_026431	1	NA
gene-Pfkl	rna-NM_001358793	0.488346142899461	NA
gene-Pfkl	rna-NM_008826	0.488346142899461	NA
gene-Trappc10	rna-NM_001081055	1	NA
gene-Trappc10	rna-XM_030245014	1	NA
gene-Agpat3	rna-XM_006513718	0.0178241107258847	1
gene-Agpat3	rna-NM_001404873	0.0178241107258847	0.012187681542142
gene-Agpat3	rna-NM_001404876	0.0178241107258847	1
gene-Agpat3	rna-NM_001404875	0.0178241107258847	0.394066067556117
gene-Agpat3	rna-NM_053014	0.0178241107258847	1
gene-Ilvbl	rna-NM_173751	1	NA
gene-Ilvbl	rna-NM_001359301	1	NA
gene-Ilvbl	rna-NM_001359302	1	NA
gene-Slc1a6	rna-XM_006513424	1	NA
gene-Slc1a6	rna-NM_009200	1	NA
gene-2610008E11Rik	rna-XM_017314115	0	1.13620144429189e-11
gene-2610008E11Rik	rna-NM_001004362	0	1.68193057473e-24
gene-2610008E11Rik	rna-NM_001359715	0	0.792689237238671
gene-Plpp2	rna-NM_001302389	0.374472876695119	NA
gene-Plpp2	rna-NM_001302390	0.374472876695119	NA
gene-Plpp2	rna-NM_015817	0.374472876695119	NA
gene-Mier2	rna-XM_017314086	0.717413618417648	NA
gene-Mier2	rna-XM_030245264	0.717413618417648	NA
gene-Mier2	rna-NM_001316699	0.717413618417648	NA
gene-Mier2	rna-XM_036155995	0.717413618417648	NA
gene-Mier2	rna-XM_036155999	0.717413618417648	NA
gene-C2cd4c	rna-NM_198614	1	NA
gene-C2cd4c	rna-NM_001168624	1	NA
gene-Cdc34	rna-NM_001359818	1	NA
gene-Cdc34	rna-XM_017313887	1	NA
gene-Polrmt	rna-NM_172551	1	NA
gene-Polrmt	rna-XR_003948668	1	NA
gene-Rnf126	rna-NM_144528	1	NA
gene-Rnf126	rna-NR_027505	1	NA
gene-Misp	rna-XM_006514328	0.920479228763827	NA
gene-Misp	rna-NM_030218	0.920479228763827	NA
gene-Ptbp1	rna-NM_001077363	1	NA
gene-Ptbp1	rna-NM_008956	1	NA
gene-Plppr3	rna-NM_001421423	1	NA
gene-Plppr3	rna-NM_181681	1	NA
gene-Plppr3	rna-NR_033210	1	NA
gene-Med16	rna-NM_001163276	0.0858848637329046	NA
gene-Med16	rna-NM_001359629	0.0858848637329046	NA
gene-Med16	rna-NM_198107	0.0858848637329046	NA
gene-Kiss1r	rna-XR_004936040	1	NA
gene-Kiss1r	rna-NM_001359010	1	NA
gene-Kiss1r	rna-NM_053244	1	NA
gene-Kiss1r	rna-XM_006513076	1	NA
gene-Kiss1r	rna-XM_006513079	1	NA
gene-Arid3a	rna-NM_007880	1	NA
gene-Arid3a	rna-NM_001288625	1	NA
gene-Tmem259	rna-NM_001003949	1	NA
gene-Tmem259	rna-NM_001359632	1	NA
gene-Abca7	rna-NM_001347081	1	NA
gene-Abca7	rna-NM_013850	1	NA
gene-Abca7	rna-XM_017313958	1	NA
gene-Abca7	rna-XR_004936192	1	NA
gene-Arhgap45	rna-XM_006514109	1	NA
gene-Arhgap45	rna-XM_006514110	1	NA
gene-Gpx4	rna-NM_008162	1	NA
gene-Gpx4	rna-NM_001367995	1	NA
gene-Sbno2	rna-NM_001359635	0.818395886356841	NA
gene-Sbno2	rna-XM_006513497	0.818395886356841	NA
gene-Sbno2	rna-XM_036155739	0.818395886356841	NA
gene-Sbno2	rna-XM_036155741	0.818395886356841	NA
gene-Sbno2	rna-NM_001359637	0.818395886356841	NA
gene-Cbarp	rna-NM_001421397	0.811037243823392	NA
gene-Cbarp	rna-NM_001421401	0.811037243823392	NA
gene-Cbarp	rna-NR_036582	0.811037243823392	NA
gene-Midn	rna-NM_001305798	0.441935854218611	NA
gene-Midn	rna-NM_001347117	0.441935854218611	NA
gene-Midn	rna-NM_021565	0.441935854218611	NA
gene-Midn	rna-NM_001388475	0.441935854218611	NA
gene-Midn	rna-NM_001388476	0.441935854218611	NA
gene-Cirbp	rna-NM_001379421	1	NA
gene-Cirbp	rna-NM_007705	1	NA
gene-Pwwp3a	rna-XM_030245246	0.661366654717137	NA
gene-Pwwp3a	rna-XM_006514026	0.661366654717137	NA
gene-Pwwp3a	rna-XM_006514025	0.661366654717137	NA
gene-Ndufs7	rna-XM_030245344	1	NA
gene-Ndufs7	rna-NM_029272	1	NA
gene-Dazap1	rna-NM_001122604	0.987662622868147	NA
gene-Dazap1	rna-NM_133188	0.987662622868147	NA
gene-Apc2	rna-NM_001372237	0.609358473437108	NA
gene-Apc2	rna-NM_001372239	0.609358473437108	NA
gene-Apc2	rna-NM_001372240	0.609358473437108	NA
gene-Apc2	rna-NM_001372241	0.609358473437108	NA
gene-Pcsk4	rna-XM_006513365	0.775399559869833	NA
gene-Pcsk4	rna-XR_004936126	0.775399559869833	NA
gene-Plk5	rna-NM_001347124	0.880021321591902	NA
gene-Plk5	rna-XM_006513501	0.880021321591902	NA
gene-Plk5	rna-XM_006513502	0.880021321591902	NA
gene-Mex3d	rna-XM_006513619	1	NA
gene-Mex3d	rna-NM_198615	1	NA
gene-Mbd3	rna-NM_001306143	1	NA
gene-Mbd3	rna-NM_013595	1	NA
gene-Tcf3	rna-NM_001164147	1	NA
gene-Tcf3	rna-NM_001164148	1	NA
gene-Tcf3	rna-NM_001164149	1	NA
gene-Tcf3	rna-NM_001164151	1	NA
gene-Tcf3	rna-NM_001378903	1	NA
gene-Tcf3	rna-NM_011548	1	NA
gene-Csnk1g2	rna-XM_006513011	1	NA
gene-Csnk1g2	rna-NM_134002	1	NA
gene-Csnk1g2	rna-NM_001159591	1	NA
gene-Btbd2	rna-NM_001379084	1	NA
gene-Btbd2	rna-NM_145361	1	NA
gene-Mknk2	rna-NM_021462	0.125027019594171	NA
gene-Mknk2	rna-XM_036155663	0.125027019594171	NA
gene-Mknk2	rna-XM_036155662	0.125027019594171	NA
gene-Mknk2	rna-XM_006513316	0.125027019594171	NA
gene-Mob3a	rna-NM_172457	1	NA
gene-Mob3a	rna-XM_036155716	1	NA
gene-Izumo4	rna-XR_003948804	1	NA
gene-Izumo4	rna-XM_030245283	1	NA
gene-Izumo4	rna-XM_017314094	1	NA
gene-Izumo4	rna-XM_017314092	1	NA
gene-Izumo4	rna-XM_036156018	1	NA
gene-Izumo4	rna-NM_027829	1	NA
gene-Dot1l	rna-XR_004936134	0.0118651889313848	0.00473012320034359
gene-Dot1l	rna-XM_011243391	0.0118651889313848	1
gene-Dot1l	rna-XM_030244974	0.0118651889313848	1
gene-Dot1l	rna-NM_199322	0.0118651889313848	1
gene-Plekhj1	rna-NM_023900	1	NA
gene-Plekhj1	rna-XM_006514326	1	NA
gene-Plekhj1	rna-XM_017314166	1	NA
gene-Sppl2b	rna-XM_011243585	0.688888180838848	NA
gene-Sppl2b	rna-XR_003948809	0.688888180838848	NA
gene-Sppl2b	rna-NM_001358803	0.688888180838848	NA
gene-Sppl2b	rna-NM_175195	0.688888180838848	NA
gene-Gng7	rna-NM_001038655	1	NA
gene-Gng7	rna-NM_010319	1	NA
gene-Diras1	rna-XM_006513438	1	NA
gene-Diras1	rna-NM_145217	1	NA
gene-Slc39a3	rna-NM_001358898	1	NA
gene-Slc39a3	rna-NM_134135	1	NA
gene-Sgta	rna-XM_006513877	1	NA
gene-Sgta	rna-NM_001358550	1	NA
gene-Sgta	rna-NM_024499	1	NA
gene-Map2k2	rna-NM_001347144	0.579520484831439	NA
gene-Map2k2	rna-NM_023138	0.579520484831439	NA
gene-Zbtb7a	rna-NM_001404863	1	NA
gene-Zbtb7a	rna-NM_010731	1	NA
gene-Dapk3	rna-XM_006513194	0.242395549598176	NA
gene-Dapk3	rna-NM_001190474	0.242395549598176	NA
gene-Dapk3	rna-XM_006513195	0.242395549598176	NA
gene-Matk	rna-NM_001285855	1	NA
gene-Matk	rna-NM_001285853	1	NA
gene-Matk	rna-NM_001285854	1	NA
gene-Apba3	rna-XM_006513907	1	NA
gene-Apba3	rna-NM_018758	1	NA
gene-Pip5k1c	rna-XR_003948616	1	NA
gene-Pip5k1c	rna-NM_001293646	1	NA
gene-Pip5k1c	rna-NM_008844	1	NA
gene-Hmg20b	rna-NM_001163165	1	NA
gene-Hmg20b	rna-NM_010440	1	NA
gene-Hmg20b	rna-NM_001163166	1	NA
gene-Mfsd12	rna-NM_028657	1	NA
gene-Mfsd12	rna-XM_006514219	1	NA
gene-Nfic	rna-NM_008688	1	NA
gene-Nfic	rna-NM_026756	1	NA
gene-Celf5	rna-NM_001379189	2.34432137552106e-06	0.00643328387178436
gene-Celf5	rna-NM_176954	2.34432137552106e-06	1
gene-Celf5	rna-XM_006513743	2.34432137552106e-06	1.70922544707541e-07
gene-Tle2	rna-XM_030245056	1	NA
gene-Tle2	rna-XM_030245057	1	NA
gene-Tle2	rna-XM_030245059	1	NA
gene-Tle2	rna-NM_001252401	1	NA
gene-Sirt6	rna-NM_181586	1	NA
gene-Sirt6	rna-NR_166193	1	NA
gene-Sirt6	rna-XM_011243507	1	NA
gene-Ankrd24	rna-XM_006514103	1	NA
gene-Ankrd24	rna-XM_030245274	1	NA
gene-Ankrd24	rna-NM_001374016	1	NA
gene-Ankrd24	rna-XM_030245273	1	NA
gene-Zfp433	rna-NM_001243067	1	NA
gene-Zfp433	rna-XM_017314124	1	NA
gene-Gm3055	rna-NM_001346707	1	NA
gene-Gm3055	rna-NM_001376985	1	NA
gene-Gm32687	rna-NM_001374222	1	NA
gene-Gm32687	rna-NM_001374223	1	NA
gene-Gm32687	rna-XM_036155448	1	NA
gene-Zfp781	rna-XM_036155857	0.833978451940985	NA
gene-Zfp781	rna-NM_001384187	0.833978451940985	NA
gene-Zfp781	rna-NM_199062	0.833978451940985	NA
gene-Gm10777	rna-XR_003948919	1	NA
gene-Gm10777	rna-XR_003948921	1	NA
gene-Gm10777	rna-XR_380630	1	NA
gene-Zfp873	rna-XM_017314022	0.0677350760984606	NA
gene-Zfp873	rna-NM_001319203	0.0677350760984606	NA
gene-Zfp873	rna-NM_001024626	0.0677350760984606	NA
gene-BC024063	rna-NM_001374033	1	NA
gene-BC024063	rna-NM_001374035	1	NA
gene-AU041133	rna-NM_001163064	1	NA
gene-AU041133	rna-XM_030245024	1	NA
gene-Zfp938	rna-NM_001379437	1	NA
gene-Zfp938	rna-NM_001105557	1	NA
gene-Gm4924	rna-NM_001407604	1	NA
gene-Gm4924	rna-NM_001407606	1	NA
gene-Gm4924	rna-NM_001407607	1	NA
gene-Gm4924	rna-NM_001407609	1	NA
gene-Gm4924	rna-XM_017314181	1	NA
gene-Tdg	rna-XM_030245048	0.228590690356907	NA
gene-Tdg	rna-NM_172552	0.228590690356907	NA
gene-Glt8d2	rna-XM_030245335	1	NA
gene-Glt8d2	rna-NM_029102	1	NA
gene-Hcfc2	rna-XM_011243545	0.0169005696492574	0
gene-Hcfc2	rna-NM_001368720	0.0169005696492574	0
gene-Nfyb	rna-NM_010914	1	NA
gene-Nfyb	rna-XM_011243379	1	NA
gene-Txnrd1	rna-NM_001042513	0.690473697378143	NA
gene-Txnrd1	rna-NM_015762	0.690473697378143	NA
gene-Txnrd1	rna-NM_001042514	0.690473697378143	NA
gene-Chst11	rna-XM_006513909	0.322142815376006	NA
gene-Chst11	rna-NM_021439	0.322142815376006	NA
gene-Slc41a2	rna-XM_006513811	1	NA
gene-Slc41a2	rna-NM_177388	1	NA
gene-Aldh1l2	rna-XM_011243403	1	NA
gene-Aldh1l2	rna-NM_153543	1	NA
gene-Washc4	rna-XM_017313963	0.566569848975501	NA
gene-Washc4	rna-NM_001033375	0.566569848975501	NA
gene-Washc4	rna-XM_006513738	0.566569848975501	NA
gene-Appl2	rna-NM_145220	1	NA
gene-Appl2	rna-XR_380384	1	NA
gene-1500009L16Rik	rna-XM_006514060	0.947726518258454	NA
gene-1500009L16Rik	rna-NM_001145198	0.947726518258454	NA
gene-Rfx4	rna-XM_030245278	1	NA
gene-Rfx4	rna-NM_001024918	1	NA
gene-Rfx4	rna-XM_006514115	1	NA
gene-Ric8b	rna-XM_006513625	0.322022827362565	NA
gene-Ric8b	rna-XR_004936177	0.322022827362565	NA
gene-Ric8b	rna-NM_001013441	0.322022827362565	NA
gene-Ric8b	rna-NM_183172	0.322022827362565	NA
gene-Mterf2	rna-XM_030245330	0.643545576754563	NA
gene-Mterf2	rna-NM_028832	0.643545576754563	NA
gene-Mterf2	rna-NM_001379525	0.643545576754563	NA
gene-Abtb3	rna-NM_028709	0.196195113496449	NA
gene-Abtb3	rna-NM_001017525	0.196195113496449	NA
gene-Gm6713	rna-XM_006514364	1	NA
gene-Gm6713	rna-XM_030245422	1	NA
gene-Gm6721	rna-XM_036155909	1	NA
gene-Gm6721	rna-XM_036155911	1	NA
gene-Prdm4	rna-XM_011243582	1	NA
gene-Prdm4	rna-NM_001302886	1	NA
