"","Gene","Event_Type","Chromosome","Coordinates","Strand","dPSI_PE-Ctrl","p-val_PE-Ctrl","-log10(p-adj PE-Ctrl)","regulation"
"8255","Lrrc8c","SE","NC_000071.7","105667496-105670496:105670617-105692066","+",-0.1983784205,0.2217782218,0.654081102986033,"not significant"
"8256","Lrrc8c","SE","NC_000071.7","105667496-105692066:105692136-105727334","+",0.066170569,0.2217782218,0.654081102986033,"not significant"
"8257","Lrrc8d","SE","NC_000071.7","105848120-105862915:105863326-105880096","+",-0.0167008472,0.3771228771,0.423517121540457,"not significant"
"8258","Lrrc9","SE","NC_000078.7","72553200-72555745:72555816-72557110","+",0.0221300195,0.2827172827,0.548647641981577,"not significant"
"8259","Lrrcc1","SE","NC_000069.7","14599082-14601059:14601264-14601534","+",-0.0368288483,0.3551448551,0.449594472468385,"not significant"
"8260","Lrrcc1","SE","NC_000069.7","14616587-14619364:14619565-14622249","+",0.029047698,0.3551448551,0.449594472468385,"not significant"
"8261","Lrrfip1","SE","NC_000067.7","90996371-91012668:91012727-91021282","+",-0.0123207645,0.3861523092,0.413241363726506,"not significant"
"8262","Lrrfip1","SE","NC_000067.7","90996371-91021282:91021359-91028299","+",-0.0679112352,0.3821178821,0.417802638010006,"not significant"
"8263","Lrrfip1","SE","NC_000067.7","91006803-91009863:91009901-91012668","+",-0.0268035436,0.3821178821,0.417802638010006,"not significant"
"8264","Lrrfip1","SE","NC_000067.7","91012727-91014781:91014846-91016356","+",0,0.3821178821,0.417802638010006,"not significant"
"8265","Lrrfip1","SE","NC_000067.7","91012727-91016356:91016433-91019324","+",0.1759878771,0.3821178821,0.417802638010006,"not significant"
"8266","Lrrfip1","SE","NC_000067.7","91016433-91018177:91018221-91019324","+",0,0.3821178821,0.417802638010006,"not significant"
"8267","Lrrfip1","SE","NC_000067.7","91029032-91030969:91031040-91032849","+",-0.0076355618,0.3861523092,0.413241363726506,"not significant"
"8268","Lrrfip1","SE","NC_000067.7","91035112-91036302:91036394-91038077","+",0.0190731914,0.3821178821,0.417802638010006,"not significant"
"8269","Lrrfip1","SE","NC_000067.7","91035112-91038077:91038169-91039878","+",-0.0056384224,0.3869344941,0.412362552445905,"not significant"
"8270","Lrrfip1","SE","NC_000067.7","91040019-91042318:91047742-91047863","+",0.0006076511,0.4040959041,0.393515551526626,"not significant"
"8271","Lrrfip2_and_gene-Gm57536","SE","NC_000075.7","110990457-110996268:110996312-111017830","+",0.0052725088,0.3656343656,0.436952992125727,"not significant"
"8272","Lrrfip2_and_gene-Gm57536","SE","NC_000075.7","110990457-110999324:110999392-111017830","+",0.008369947,0.3656343656,0.436952992125727,"not significant"
"8273","Lrrfip2_and_gene-Gm57536","SE","NC_000075.7","111008165-111008245:111008289-111008941","+",0,0.3656343656,0.436952992125727,"not significant"
"8274","Lrrfip2_and_gene-Gm57536","SE","NC_000075.7","111008988-111009284:111009340-111011887","+",0,0.3656343656,0.436952992125727,"not significant"
"8275","Lrrfip2_and_gene-Gm57536","SE","NC_000075.7","111009340-111011887:111011964-111013258","+",0,0.3656343656,0.436952992125727,"not significant"
"8276","Lrrfip2_and_gene-Gm57536","SE","NC_000075.7","111011964-111013258:111013347-111017830","+",0,0.3656343656,0.436952992125727,"not significant"
"8277","Lrrfip2_and_gene-Gm57536","SE","NC_000075.7","111019352-111022115:111022186-111028733","+",-0.0185740033,0.3656343656,0.436952992125727,"not significant"
"8278","Lrrfip2_and_gene-Gm57536","SE","NC_000075.7","111034915-111036865:111036957-111042881","+",-0.1258033335,0.3656343656,0.436952992125727,"not significant"
"8279","Lrrfip2_and_gene-Gm57536","SE","NC_000075.7","111034915-111036865:111036957-111043209","+",0.006957945,0.3656343656,0.436952992125727,"not significant"
"8280","Lrrfip2_and_gene-Gm57536","SE","NC_000075.7","111034915-111042881:111042982-111043209","+",0.0352912295,0.3656343656,0.436952992125727,"not significant"
"8281","Lrrfip2_and_gene-Gm57536","SE","NC_000075.7","111036957-111042881:111042982-111043209","+",-0.0239867843,0.3656343656,0.436952992125727,"not significant"
"8282","Lrriq1","SE","NC_000076.7","102882034-102885151:102885458-102899250","-",-0.0228359965,0.2222777223,0.653104062118841,"not significant"
"8283","Lrriq1","SE","NC_000076.7","103057320-103059554:103059671-103060741","-",-0.214171777,0.2222777223,0.653104062118841,"not significant"
"8284","Lrriq1","SE","NC_000076.7","103063163-103069874:103070018-103071881","-",0,0.2222777223,0.653104062118841,"not significant"
"8285","Lrrk2","SE","NC_000081.7","91567384-91569935:91570069-91573031","+",-0.1125148674,0.2087912088,0.680287791349979,"not significant"
"8286","Lrrk2","SE","NC_000081.7","91698936-91699091:91699252-91699617","+",0.0916076489,0.2087912088,0.680287791349979,"not significant"
"8287","Lrrn3","SE","NC_000078.7","41504670-41508966:41508994-41535570","-",-0.0024295928,0.3721278721,0.429307800427535,"not significant"
"8288","Lrrtm4_and_gene-Gm44240_and_gene-Gm32091","SE","NC_000072.7","79996169-79996537:79996689-79998597","+",0.0505782654,0.3016983017,0.520427134519723,"not significant"
"8289","Lrrtm4_and_gene-Gm44240_and_gene-Gm32091","SE","NC_000072.7","79996169-79996607:79996689-79998597","+",-0.0968736649,0.3016983017,0.520427134519723,"not significant"
"8290","Lrrtm4_and_gene-Gm44240_and_gene-Gm32091","SE","NC_000072.7","79996169-79996626:79996689-79998597","+",0.0251431477,0.3016983017,0.520427134519723,"not significant"
"8291","Lrrtm4_and_gene-Gm44240_and_gene-Gm32091","SE","NC_000072.7","80000143-80726896:80726982-80785949","+",-0.0109507355,0.3016983017,0.520427134519723,"not significant"
"8292","Lrsam1","SE","NC_000068.8","32823922-32825180:32825260-32826448","-",0.0217363843,0.3981018981,0.400005751749258,"not significant"
"8293","Lrsam1","SE","NC_000068.8","32845261-32846487:32846564-32847261","-",0,0.3981018981,0.400005751749258,"not significant"
"8294","Lrsam1","SE","NC_000068.8","32847305-32848170:32848226-32849529","-",-0.0006858715,0.3981018981,0.400005751749258,"not significant"
"8295","Lrsam1","SE","NC_000068.8","32849625-32850260:32850383-32851056","-",0.0254884836,0.3981018981,0.400005751749258,"not significant"
"8296","Lrtm2","SE","NC_000072.7","119301369-119302782:119302926-119307456","-",0.0025061248,0.3406593407,0.467679698434986,"not significant"
"8297","Lsamp_and_gene-Gm53260_and_gene-Gm22543_and_gene-Gm53955_and_gene-Gm53259_and_gene-Gm52229","SE","NC_000082.7","40606422-41238572:41238613-41353815","+",-0.4450721291,0.02997003,1.52331282232536,"skipped exon"
"8298","Lsamp_and_gene-Gm53260_and_gene-Gm22543_and_gene-Gm53955_and_gene-Gm53259_and_gene-Gm52229","SE","NC_000082.7","41965063-41971607:41971642-41994508","+",0,0.4125874126,0.384484025809668,"not significant"
"8299","Lsamp_and_gene-Gm53260_and_gene-Gm22543_and_gene-Gm53955_and_gene-Gm53259_and_gene-Gm52229","SE","NC_000082.7","41971642-41988514:41988546-41994508","+",0,0.354978355,0.449798127481946,"not significant"
"8300","Lsamp_and_gene-Gm53260_and_gene-Gm22543_and_gene-Gm53955_and_gene-Gm53259_and_gene-Gm52229","SE","NC_000082.7","41988546-41989824:41989861-41994508","+",-0.0971940842,0.354978355,0.449798127481946,"not significant"
"8301","Lsg1","SE","NC_000082.7","30393424-30396717:30396815-30399777","-",-0.0032979125,0.3831168831,0.416668709213457,"not significant"
"8302","Lsg1","SE","NC_000082.7","30393424-30399777:30399863-30400874","-",-0.0023393447,0.3831168831,0.416668709213457,"not significant"
"8303","Lsg1","SE","NC_000082.7","30401469-30404372:30404498-30406256","-",0.0111723319,0.3831168831,0.416668709213457,"not significant"
"8304","Lsm14a","SE","NC_000073.7","34045383-34047351:34047407-34050711","-",0.0444637247,0.2147852148,0.667995617533818,"not significant"
"8305","Lsm14a","SE","NC_000073.7","34056921-34057191:34057367-34065040","-",0.0018163769,0.3976023976,0.40055100540825,"not significant"
"8306","Lsm14b","SE","NC_000068.8","179668591-179669693:179669828-179673854","+",0,0.3912753913,0.407517465563912,"not significant"
"8307","Lsm14b","SE","NC_000068.8","179669828-179670751:179670867-179673154","+",-0.0653365086,0.2847152847,0.545589217494123,"not significant"
"8308","Lsm14b","SE","NC_000068.8","179669828-179670751:179670867-179673854","+",-0.0673482166,0.3912753913,0.407517465563912,"not significant"
"8309","Lsm14b","SE","NC_000068.8","179669828-179673154:179673321-179673587","+",-0.0031623979,0.4280719281,0.368483251191622,"not significant"
"8310","Lsm14b","SE","NC_000068.8","179669828-179673154:179673321-179673854","+",0.1127118637,0.3912753913,0.407517465563912,"not significant"
"8311","Lsm14b","SE","NC_000068.8","179669828-179673587:179673664-179673854","+",0.0719198346,0.3912753913,0.407517465563912,"not significant"
"8312","Lsm14b","SE","NC_000068.8","179673321-179673587:179673664-179673854","+",0.0004544587,0.4280719281,0.368483251191622,"not significant"
"8313","Lsm2","SE","NC_000083.7","35201663-35203956:35203984-35204085","+",0,0.4130869131,0.383958563576994,"not significant"
"8314","Lsm6","SE","NC_000074.7","79539709-79546616:79546714-79547677","-",-0.006941654,0.3536463536,0.451430815510455,"not significant"
"8315","Lsp1","SE","NC_000073.7","142043771-142044082:142044159-142044296","+",-0.1328762118,0.246953047,0.607385610979968,"not significant"
"8316","Lsr","SE","NC_000073.7","30658739-30661523:30661669-30665394","-",0.0255352357,0.2832167832,0.547881014276129,"not significant"
"8317","Lsr","SE","NC_000073.7","30661669-30662236:30662292-30665394","-",0.0463072562,0.2832167832,0.547881014276129,"not significant"
"8318","Lss","SE","NC_000076.7","76372199-76373403:76373497-76374186","+",-0.022664578,0.3916083916,0.407148010468168,"not significant"
"8319","Lta4h","SE","NC_000076.7","93316648-93318112:93318194-93318824","+",-0.0037887461,0.3826173826,0.417235303530426,"not significant"
"8320","Ltbp1","SE","NC_000083.7","75458429-75486032:75486199-75532151","+",-0.0840930267,0.2567432567,0.590500954221195,"not significant"
"8321","Ltbp1","SE","NC_000083.7","75634317-75655739:75655864-75659682","+",-0.0417547306,0.2567432567,0.590500954221195,"not significant"
"8322","Ltbp2","SE","NC_000078.7","84832885-84833130:84833258-84834140","-",0,0.2027972028,0.692938039560115,"not significant"
"8323","Ltbp2","SE","NC_000078.7","84846265-84850561:84850689-84851131","-",0.0893222974,0.2027972028,0.692938039560115,"not significant"
"8324","Ltbp3","SE","NC_000085.7","5802169-5803661:5803783-5805574","+",0.0508875282,0.3391608392,0.469594298812653,"not significant"
"8325","Ltbp3","SE","NC_000085.7","5803783-5803957:5804076-5805574","+",0.0941602205,0.3391608392,0.469594298812653,"not significant"
"8326","Ltbp3","SE","NC_000085.7","5806959-5807063:5807203-5807339","+",0.0729023181,0.3391608392,0.469594298812653,"not significant"
"8327","Ltbp4","SE","NC_000073.7","27010212-27013662:27013808-27018836","-",0,0.3671328671,0.435176734097985,"not significant"
"8328","Ltk","SE","NC_000068.8","119586194-119588460:119588642-119588728","-",0.1026362174,0.1898101898,0.721680476549804,"not significant"
"8329","Ltn1_and_gene-Gm25896","SE","NC_000082.7","87197352-87198520:87198790-87198914","-",-0.0069890697,0.3746253746,0.426402809781016,"not significant"
"8330","Ltn1_and_gene-Gm25896","SE","NC_000082.7","87209449-87212042:87212083-87212439","-",0,0.3746253746,0.426402809781016,"not significant"
"8331","Luc7l2","SE","NC_000072.7","38528843-38531915:38531998-38545782","+",0.0163938307,0.4207405498,0.375985629875737,"not significant"
"8332","Luc7l2","SE","NC_000072.7","38528843-38531915:38531998-38547445","+",-0.018972635,0.4207405498,0.375985629875737,"not significant"
"8333","Luc7l2","SE","NC_000072.7","38528843-38531915:38535010-38536139","+",-0.1087995027,0.4207405498,0.375985629875737,"not significant"
"8334","Luc7l2","SE","NC_000072.7","38528843-38542590:38542657-38545782","+",0,0.4207405498,0.375985629875737,"not significant"
"8335","Luc7l2","SE","NC_000072.7","38528843-38545782:38545852-38547445","+",-0.0001814654,0.4215784216,0.375121626495416,"not significant"
"8336","Luc7l2","SE","NC_000072.7","38531998-38534235:38536239-38542590","+",0.0018129603,0.4207405498,0.375985629875737,"not significant"
"8337","Luc7l2","SE","NC_000072.7","38531998-38534235:38536239-38545782","+",-0.0418708441,0.4207405498,0.375985629875737,"not significant"
"8338","Luc7l2","SE","NC_000072.7","38531998-38545782:38545852-38547445","+",0.0113100972,0.4207405498,0.375985629875737,"not significant"
"8339","Luc7l2","SE","NC_000072.7","38536239-38542590:38542657-38545782","+",-0.0130934085,0.4207405498,0.375985629875737,"not significant"
"8340","Luc7l2","SE","NC_000072.7","38542657-38545782:38545852-38547445","+",0.0023901851,0.4207405498,0.375985629875737,"not significant"
"8341","Luc7l2","SE","NC_000072.7","38545852-38546437:38546469-38546867","+",0,0.4207405498,0.375985629875737,"not significant"
"8342","Luc7l2","SE","NC_000072.7","38545852-38546867:38546940-38547445","+",0.0571255962,0.4207405498,0.375985629875737,"not significant"
"8343","Luc7l2","SE","NC_000072.7","38545852-38546867:38546944-38547445","+",0.0957197566,0.4207405498,0.375985629875737,"not significant"
"8344","Luc7l2","SE","NC_000072.7","38547539-38547977:38548023-38561976","+",-0.0515960524,0.4207405498,0.375985629875737,"not significant"
"8345","Luc7l2","SE","NC_000072.7","38570404-38575720:38575749-38580212","+",-0.0011467828,0.4207405498,0.375985629875737,"not significant"
"8346","Luc7l3","SE","NC_000077.7","94184104-94185078:94185199-94186746","-",0.0031027035,0.4194139194,0.377357160379262,"not significant"
"8347","Luc7l3","SE","NC_000077.7","94188746-94189776:94189921-94190782","-",-0.0041298085,0.4194139194,0.377357160379262,"not significant"
"8348","Luc7l","SE","NC_000083.7","26472065-26472948:26473018-26474005","+",0.003732993,0.3416583417,0.46640797137023,"not significant"
"8349","Luzp1","SE","NC_000070.7","136248754-136266436:136266527-136267667","+",0.0319387225,0.3156843157,0.500746994839337,"not significant"
"8350","Luzp1","SE","NC_000070.7","136270829-136272549:136272852-136279155","+",-0.0700676917,0.3156843157,0.500746994839337,"not significant"
"8351","Ly6e","SE","NC_000081.7","74827184-74827416:74827566-74829626","+",-0.0057520898,0.3931068931,0.405489340791851,"not significant"
"8352","Ly6e","SE","NC_000081.7","74827184-74827416:74827566-74829629","+",0.2563012559,0.2097902098,0.678214782725132,"not significant"
"8353","Ly6h","SE","NC_000081.7","75438108-75438436:75438680-75438944","-",0.0223857383,0.3606393606,0.44292687562106,"not significant"
"8354","Ly6h","SE","NC_000081.7","75438108-75438441:75438680-75438944","-",-0.0247864535,0.3606393606,0.44292687562106,"not significant"
"8355","Ly6h","SE","NC_000081.7","75438108-75438563:75438680-75438944","-",0.0664980853,0.3396603397,0.468955160386353,"not significant"
"8356","Ly6h","SE","NC_000081.7","75438108-75438612:75438680-75438944","-",0.0245807721,0.3606393606,0.44292687562106,"not significant"
"8357","Lyar","SE","NC_000071.7","38377979-38380275:38380398-38380478","+",-0.0311126496,0.3661338661,0.436360098542343,"not significant"
"8358","Lyar","SE","NC_000071.7","38377979-38380275:38380398-38381971","+",-0.0122368834,0.3661338661,0.436360098542343,"not significant"
"8359","Lyar","SE","NC_000071.7","38377979-38380478:38380571-38381971","+",0.025018214,0.3661338661,0.436360098542343,"not significant"
"8360","Lyar","SE","NC_000071.7","38377979-38380478:38380575-38381971","+",0.083547667,0.3661338661,0.436360098542343,"not significant"
"8361","Lyar","SE","NC_000071.7","38382141-38383233:38383347-38385199","+",0.0305536555,0.3661338661,0.436360098542343,"not significant"
"8362","Lyn_and_gene-6330407A03Rik","SE","NC_000070.7","3738861-3742442:3742487-3743197","+",0,0.2942057942,0.531348778364751,"not significant"
"8363","Lypd6","SE","NC_000068.8","49956596-49997567:49997664-50055481","+",-0.0248938632,0.3656343656,0.436952992125727,"not significant"
"8364","Lypd6","SE","NC_000068.8","49956596-50018382:50018546-50055481","+",0.0004296092,0.3656343656,0.436952992125727,"not significant"
"8365","Lypd6b","SE","NC_000068.8","49677785-49730100:49730155-49753823","+",-0.1264515517,0.3076923077,0.511883360968017,"not significant"
"8366","Lypd6b","SE","NC_000068.8","49677785-49730100:49730155-49820937","+",0.0695456613,0.3511488511,0.454508748183894,"not significant"
"8367","Lypd6b","SE","NC_000068.8","49677785-49750713:49750801-49753823","+",0,0.3511488511,0.454508748183894,"not significant"
"8368","Lypd6b","SE","NC_000068.8","49677785-49753823:49753918-49793388","+",-0.2444773569,0.3076923077,0.511883360968017,"not significant"
"8369","Lypd6b","SE","NC_000068.8","49677785-49753823:49753918-49820937","+",0.2181211335,0.3049450549,0.515778404926565,"not significant"
"8370","Lypd6b","SE","NC_000068.8","49677785-49793388:49793464-49820937","+",0.2001306152,0.3076923077,0.511883360968017,"not significant"
"8371","Lypd6b","SE","NC_000068.8","49753918-49793388:49793464-49820937","+",-0.3306852214,0.2802197802,0.552501211917795,"not significant"
"8372","Lypd6b","SE","NC_000068.8","49820996-49824774:49824839-49832457","+",0.0069660884,0.3511488511,0.454508748183894,"not significant"
"8373","Lypla1","SE","NC_000067.7","4907297-4909610:4909711-4911179","+",0.0193984676,0.2732267732,0.563476746852425,"not significant"
"8374","Lyrm1","SE","NC_000073.7","119499531-119508894:119509185-119513396","+",0,0.2362637363,0.626602932338829,"not significant"
"8375","Lyrm7","SE","NC_000077.7","54717891-54723313:54723466-54725401","-",0.2250799637,0.1848151848,0.733262349111987,"not significant"
"8376","Lysmd2","SE","NC_000075.7","75533319-75533794:75533873-75542668","+",-0.0278079257,0.2372627373,0.624770463450226,"not significant"
"8377","Lysmd4","SE","NC_000073.7","66873639-66874124:66874149-66875612","+",-0.0773731107,0.2817182817,0.55018496918814,"not significant"
"8378","Lyst","SE","NC_000079.7","13858686-13861418:13861573-13862204","+",0.0938631648,0.3326673327,0.477989843930352,"not significant"
"8379","Lzic","SE","NC_000070.7","149569730-149569826:149570049-149570315","+",-0.0353289047,0.3666333666,0.435768013266754,"not significant"
"8380","Lztfl1","SE","NC_000075.7","123541689-123544365:123544489-123546591","-",-0.0132349024,0.3006993007,0.521867581884465,"not significant"
"8381","Lzts1","SE","NC_000074.7","69593738-69632327:69632448-69634865","-",0.0374308654,0.3441558442,0.463244851179953,"not significant"
"8382","Lzts1","SE","NC_000074.7","69593738-69634865:69634983-69636626","-",0.0053797656,0.3441558442,0.463244851179953,"not significant"
"8383","Lzts1","SE","NC_000074.7","69634983-69635945:69636312-69636626","-",0.0057381972,0.3441558442,0.463244851179953,"not significant"
"8384","Lzts1","SE","NC_000074.7","69634983-69636135:69636312-69636626","-",-0.0412438771,0.3441558442,0.463244851179953,"not significant"
"8385","Lzts2","SE","NC_000085.7","45010275-45011981:45012643-45013158","+",0.0058517256,0.4135864136,0.383433736344153,"not significant"
"8386","Lzts3","SE","NC_000068.8","130479339-130479485:130479669-130479805","-",-0.0261124306,0.3626373626,0.440527452487952,"not significant"
"8387","Macf1_and_gene-Gm35241","SE","NC_000070.7","123245744-123248272:123248373-123248849","-",0.0026908501,0.3931068931,0.405489340791851,"not significant"
"8388","Macf1_and_gene-Gm35241","SE","NC_000070.7","123249060-123253908:123253976-123254703","-",0.0034473637,0.3931068931,0.405489340791851,"not significant"
"8389","Macf1_and_gene-Gm35241","SE","NC_000070.7","123254820-123257850:123257867-123259066","-",-0.1255744081,0.0357142857,1.44715803151594,"skipped exon"
"8390","Macf1_and_gene-Gm35241","SE","NC_000070.7","123261830-123262614:123262625-123263598","-",-0.1253792371,0.0357142857,1.44715803151594,"skipped exon"
"8391","Macf1_and_gene-Gm35241","SE","NC_000070.7","123261830-123262614:123262628-123263598","-",0.0044057476,0.3931068931,0.405489340791851,"not significant"
"8392","Macf1_and_gene-Gm35241","SE","NC_000070.7","123279479-123280342:123280350-123281021","-",-0.0471806999,0.2380952381,0.623249290389215,"not significant"
"8393","Macf1_and_gene-Gm35241","SE","NC_000070.7","123289790-123290887:123291213-123291541","-",-0.0240013204,0.280148423,0.552611817902198,"not significant"
"8394","Macf1_and_gene-Gm35241","SE","NC_000070.7","123334584-123335396:123335458-123338628","-",0.0342456541,0.280148423,0.552611817902198,"not significant"
"8395","Macf1_and_gene-Gm35241","SE","NC_000070.7","123393818-123394546:123394551-123395957","-",0.0024793694,0.3931068931,0.405489340791851,"not significant"
"8396","Macf1_and_gene-Gm35241","SE","NC_000070.7","123433666-123436285:123436380-123438535","-",-0.0026200869,0.3931068931,0.405489340791851,"not significant"
"8397","Macir","SE","NC_000067.7","97574086-97582325:97582414-97589556","-",-0.0313326796,0.3801198801,0.42007941639544,"not significant"
"8398","Maco1","SE","NC_000070.7","134534002-134536911:134537031-134538447","-",0.0015419168,0.4110889111,0.386064237919315,"not significant"
"8399","Maco1","SE","NC_000070.7","134540009-134553696:134553942-134555318","-",-0.0007886179,0.4110889111,0.386064237919315,"not significant"
"8400","Maco1","SE","NC_000070.7","134560632-134563634:134563760-134565160","-",-0.0217055167,0.4110889111,0.386064237919315,"not significant"
"8401","Maco1","SE","NC_000070.7","134560632-134565160:134565301-134580349","-",-0.0471745654,0.4110889111,0.386064237919315,"not significant"
"8402","Maco1","SE","NC_000070.7","134563760-134564078:134564345-134565160","-",0.0026345015,0.4110889111,0.386064237919315,"not significant"
"8403","Macrod1_and_gene-5730409K12Rik_and_gene-Gm38621","SE","NC_000085.7","7034550-7042833:7042934-7043455","+",0,0.3436563437,0.463875634852618,"not significant"
"8404","Macrod1_and_gene-5730409K12Rik_and_gene-Gm38621","SE","NC_000085.7","7043571-7162941:7162970-7173779","+",-0.0627202045,0.3436563437,0.463875634852618,"not significant"
"8405","Macrod1_and_gene-5730409K12Rik_and_gene-Gm38621","SE","NC_000085.7","7174978-7175067:7175101-7175278","+",-0.0268933005,0.3436563437,0.463875634852618,"not significant"
"8406","Macrod2_and_gene-Gm25583","SE","NC_000068.8","140667001-140865945:140866061-141357124","+",-0.0202624682,0.3278721279,0.484295500725325,"not significant"
"8407","Macrod2_and_gene-Gm25583","SE","NC_000068.8","142052064-142059498:142059581-142098441","+",0.039590528,0.2794705295,0.553663982233134,"not significant"
"8408","Macrod2_and_gene-Gm25583","SE","NC_000068.8","142160427-142216151:142216228-142226241","+",0.0619204289,0.2794705295,0.553663982233134,"not significant"
"8409","Macroh2a1_and_gene-Gm31485","SE","NC_000079.7","56232098-56236065:56236155-56237571","-",0.0035599918,0.3956043956,0.402738891558632,"not significant"
"8410","Macroh2a1_and_gene-Gm31485","SE","NC_000079.7","56232098-56236069:56236155-56237571","-",-0.0001198473,0.4130869131,0.383958563576994,"not significant"
"8411","Macroh2a1_and_gene-Gm31485","SE","NC_000079.7","56236155-56237571:56237670-56243937","-",0.104536177,0.3443223443,0.46303479346924,"not significant"
"8412","Macroh2a2","SE","NC_000076.7","61575241-61576155:61576214-61576914","-",-0.019817184,0.1138861139,0.943529226089893,"not significant"
"8413","Mad1l1","SE","NC_000071.7","140074592-140091270:140091360-140102992","-",0,0.3891108891,0.409926615482889,"not significant"
"8414","Mad1l1","SE","NC_000071.7","140118580-140129675:140129815-140179669","-",0.1009379645,0.3758741259,0.424957568847523,"not significant"
"8415","Mad2l2","SE","NC_000070.7","148214980-148224300:148224477-148225242","+",0.0706853825,0.332017982,0.47883839439268,"not significant"
"8416","Mad2l2","SE","NC_000070.7","148215423-148224300:148224477-148225050","+",-0.1880531395,0.332017982,0.47883839439268,"not significant"
"8417","Mad2l2","SE","NC_000070.7","148215423-148224300:148224477-148225242","+",0.0257871792,0.332017982,0.47883839439268,"not significant"
"8418","Madcam1","SE","NC_000076.7","79501591-79502173:79502604-79504071","+",-0.2507860028,0.1443556444,0.840566230253308,"not significant"
"8419","Madd","SE","NC_000068.8","90969100-90970902:90970971-90973101","-",0.013057097,0.3156843157,0.500746994839337,"not significant"
"8420","Madd","SE","NC_000068.8","90970971-90971154:90971162-90973101","-",0.0461566255,0.3156843157,0.500746994839337,"not significant"
"8421","Madd","SE","NC_000068.8","90985110-90985358:90985420-90985891","-",-0.0116221932,0.3156843157,0.500746994839337,"not significant"
"8422","Madd","SE","NC_000068.8","90989650-90990662:90990715-90992373","-",-0.017208761,0.3156843157,0.500746994839337,"not significant"
"8423","Madd","SE","NC_000068.8","90993946-90994308:90994367-90995711","-",-0.1712885911,0.1078921079,0.967010321960601,"not significant"
"8424","Maf1","SE","NC_000081.7","76235859-76236196:76236241-76236620","+",-0.0034866468,0.3786213786,0.421794867535768,"not significant"
"8425","Maff","SE","NC_000081.7","79231954-79235734:79236049-79241167","+",0,0.2907092907,0.536541088507291,"not significant"
"8426","Maff","SE","NC_000081.7","79231954-79238392:79238588-79241167","+",0.0304213657,0.2907092907,0.536541088507291,"not significant"
"8427","Mafg","SE","NC_000077.7","120520707-120520807:120520842-120521314","-",-0.3030834068,0.2577422577,0.588814371587293,"not significant"
"8428","Mafg","SE","NC_000077.7","120520707-120520807:120520842-120524188","-",-0.0085785734,0.3716283716,0.429891137630577,"not significant"
"8429","Mafg","SE","NC_000077.7","120520707-120520812:120520842-120521314","-",-0.1919821136,0.2577422577,0.588814371587293,"not significant"
"8430","Mafg","SE","NC_000077.7","120520707-120520812:120520842-120524188","-",0.0300393987,0.3716283716,0.429891137630577,"not significant"
"8431","Mag","SE","NC_000073.7","30599123-30599777:30599821-30600063","-",-0.25,0.2082917083,0.681328018152254,"not significant"
"8432","Mag","SE","NC_000073.7","30611388-30611614:30611710-30612249","-",0,0.2082917083,0.681328018152254,"not significant"
"8433","Mag","SE","NC_000073.7","30611388-30611618:30611710-30612249","-",0,0.2082917083,0.681328018152254,"not significant"
"8434","Magi1_and_gene-4930511A08Rik","SE","NC_000072.7","93655983-93657770:93657858-93659933","-",-0.0435971731,0.3836508319,0.416063855747654,"not significant"
"8435","Magi1_and_gene-4930511A08Rik","SE","NC_000072.7","93663856-93670989:93671156-93674175","-",0.1014062124,0.3836508319,0.416063855747654,"not significant"
"8436","Magi1_and_gene-4930511A08Rik","SE","NC_000072.7","93663856-93670989:93671189-93674175","-",0.0572411779,0.3836508319,0.416063855747654,"not significant"
"8437","Magi1_and_gene-4930511A08Rik","SE","NC_000072.7","93663856-93670989:93671192-93674175","-",0.0397010966,0.3836508319,0.416063855747654,"not significant"
"8438","Magi1_and_gene-4930511A08Rik","SE","NC_000072.7","93678362-93681258:93681341-93684985","-",-0.0240096655,0.3836508319,0.416063855747654,"not significant"
"8439","Magi1_and_gene-4930511A08Rik","SE","NC_000072.7","93685198-93694221:93694252-93722415","-",0,0.3840564198,0.415604970924319,"not significant"
"8440","Magi1_and_gene-4930511A08Rik","SE","NC_000072.7","93737746-93746489:93746524-93750588","-",-0.0377036025,0.3836508319,0.416063855747654,"not significant"
"8441","Magi1_and_gene-4930511A08Rik","SE","NC_000072.7","93737746-93746489:93746527-93750588","-",-0.0809693465,0.3836508319,0.416063855747654,"not significant"
"8442","Magi2_and_gene-Gm54322_and_gene-Gm23570","SE","NC_000071.7","19883767-20204440:20204616-20270550","+",0,0.3939185814,0.404593532749746,"not significant"
"8443","Magi2_and_gene-Gm54322_and_gene-Gm23570","SE","NC_000071.7","20113011-20204440:20204616-20270550","+",-0.0057922976,0.3939185814,0.404593532749746,"not significant"
"8444","Magi2_and_gene-Gm54322_and_gene-Gm23570","SE","NC_000071.7","20270669-20385556:20385699-20400019","+",0,0.3946053946,0.403836981858796,"not significant"
"8445","Magi2_and_gene-Gm54322_and_gene-Gm23570","SE","NC_000071.7","20739524-20748583:20748624-20755205","+",-0.0459450093,0.3939185814,0.404593532749746,"not significant"
"8446","Magi2_and_gene-Gm54322_and_gene-Gm23570","SE","NC_000071.7","20856191-20866240:20866350-20907068","+",-0.1689642882,0.3939185814,0.404593532749746,"not significant"
"8447","Magi2_and_gene-Gm54322_and_gene-Gm23570","SE","NC_000071.7","20856191-20866262:20866350-20907068","+",-0.0576892349,0.3939185814,0.404593532749746,"not significant"
