Geneid,Chr,Strand,NExons,gene.F,P.Value,FDR
gene-Mpp7,NC_000084.7,-,21,1.46574679665936,0.101189914007904,0.271850676747865
gene-Lyrm9,NC_000077.7,+,4,2.18231068922237,0.101399126879228,0.272356159486824
gene-Rimoc1,NC_000081.7,-,6,1.93156974877755,0.101501791968163,0.272575306379619
gene-Snhg20,NC_000077.7,+,2,2.81337672629756,0.101572545803413,0.272708684840261
gene-Gm5124,NC_000086.8,+,2,2.80918542735666,0.10169752324721,0.272987560846028
gene-Fbrs,NC_000073.7,+,19,1.49009218646289,0.101783672130434,0.273135805637867
gene-Macroh2a2,NC_000076.7,-,11,1.66101028433769,0.101794988260614,0.273135805637867
gene-Alk,NC_000083.7,-,12,1.62968872462362,0.101877277358251,0.273298614478821
gene-Cxcr4,NC_000067.7,-,4,2.17808237095691,0.101904223355687,0.273298614478821
gene-Rhobtb2,NC_000080.7,-,10,1.69638465410568,0.101919061132866,0.273298614478821
gene-Gm40448,NC_000073.7,+,2,2.80474499325881,0.10195918691265,0.273349536554996
gene-Meg3,NC_000078.7,+,13,1.62363662405997,0.102025964947604,0.273471876614998
gene-Sertad2,NC_000077.7,+,4,2.17534815941189,0.102232182952375,0.273967845446138
gene-Ik,NC_000084.7,+,20,1.47499914654644,0.102421542196159,0.274418439035203
gene-Tubb6,NC_000084.7,+,3,2.39531931341657,0.10263808855403,0.274941673419483
gene-Cdc34,NC_000076.7,+,6,1.92438127037496,0.102699692932427,0.275019610620168
gene-Ppm1h,NC_000076.7,+,12,1.62665916083719,0.102709713082457,0.275019610620168
gene-Pomt2,NC_000078.7,-,21,1.46174381944136,0.102775647042599,0.275139193376513
gene-Hmgn1,NC_000082.7,-,6,1.92354675572833,0.102839631474432,0.275253508662836
gene-Tbc1d12,NC_000085.7,+,13,1.59910602772672,0.102876933564097,0.275296375291633
gene-Lrif1,NC_000069.7,+,9,1.73325111472588,0.103103780313474,0.275846336531683
gene-Rpl36a,NC_000086.8,+,5,2.02342025399688,0.103235731781133,0.276137004575308
gene-Matcap2,NC_000075.7,+,11,1.65535088344072,0.103263155363725,0.276137004575308
gene-Actr6,NC_000076.7,-,12,1.62460906299745,0.103276478089443,0.276137004575308
gene-Pex13,NC_000077.7,-,4,2.16558777311484,0.103411565020615,0.276441043904839
gene-Mmaa,NC_000074.7,-,21,1.45969802345081,0.103594285477843,0.276872265774943
gene-Zfp277,NC_000078.7,-,12,1.62326388773335,0.103649884699764,0.276963627855796
gene-Nup93,NC_000074.7,+,24,1.42759989793674,0.103680436853265,0.276988037559033
gene-Olfm3,NC_000069.7,+,7,1.84096213037349,0.103769473240789,0.27716864878627
gene-Fkbpl,NC_000083.7,+,2,2.77259255624286,0.103876813190823,0.277373557733548
gene-Crtac1,NC_000085.7,-,18,1.49885952717328,0.103889083249154,0.277373557733548
gene-Kank1,NC_000085.7,+,9,1.72966137501031,0.103920377172087,0.277399842717565
gene-Zfp641,NC_000081.7,-,13,1.59530238591636,0.103991212986164,0.277531646213383
gene-Tmem123,NC_000075.7,+,6,1.91649399081793,0.104029608291056,0.277538587656688
gene-Anxa4,NC_000072.7,-,3,2.380352408161,0.104036733392069,0.277538587656688
gene-Miga2,NC_000068.8,+,19,1.48365061486469,0.104196989581222,0.277908778357174
gene-Ppig,NC_000068.8,+,21,1.45814035971112,0.104221345784313,0.277916425779075
gene-Klf4,NC_000070.7,-,3,2.38509483367801,0.104373362489181,0.27826441910381
gene-Rgp1,NC_000070.7,+,9,1.72730771843815,0.104459011824119,0.278435366842813
gene-Sertad4,NC_000067.7,-,4,2.15648093178472,0.104524274237078,0.27849620902798
gene-Gm26782,NC_000080.7,+,3,2.37514730045975,0.104527798866527,0.27849620902798
gene-Pias1,NC_000075.7,-,15,1.54880580285974,0.104546438941533,0.27849620902798
gene-Vps4b,NC_000067.7,-,11,1.65009672675157,0.10464329409874,0.278696812722199
gene-Dph2,NC_000070.7,-,7,1.83606211020665,0.104704800718439,0.27880320932501
gene-Plod3,NC_000071.7,+,19,1.48204609080239,0.104805765642435,0.279014608286045
gene-Srsf12,NC_000070.7,+,7,1.83510047233596,0.104889289449616,0.279157391092276
gene-Tti1,NC_000068.8,-,9,1.72537787973907,0.104902568677682,0.279157391092276
gene-Naa15,NC_000069.7,+,20,1.46824052093284,0.105054932877362,0.279505337770608
gene-Pan2,NC_000076.7,+,39,1.32743831504236,0.105151808904543,0.27970554186805
gene-Naaa,NC_000071.7,-,12,1.61925402246847,0.105227628843541,0.279849665604259
gene-Sfrp1,NC_000074.7,+,4,2.14970312033918,0.10536019511455,0.280117297477474
gene-Chuk,NC_000085.7,-,23,1.4338219364574,0.10537158062537,0.280117297477474
gene-Hid1,NC_000077.7,-,21,1.45521192258965,0.105409055943327,0.280159334261209
gene-Gpr158,NC_000068.8,+,4,2.14723754471486,0.105665938246695,0.280779223752302
gene-Baalc,NC_000081.7,+,5,2.00762056150166,0.105685707973881,0.280779223752302
gene-Sepsecs,NC_000071.7,-,12,1.61576902761534,0.105752622400706,0.280869487369172
gene-Rbms3,NC_000075.7,-,19,1.47953905812384,0.105763117875811,0.280869487369172
gene-C2cd2,NC_000082.7,-,16,1.5260671883088,0.105842581677413,0.281002945316074
gene-Dck,NC_000071.7,+,7,1.83008314252881,0.105856827463072,0.281002945316074
gene-Galns,NC_000074.7,-,13,1.58869920994751,0.105951160813069,0.281195541498674
gene-Rsrc1,NC_000069.7,+,13,1.58857665602302,0.105987845631404,0.281195541498674
gene-Smim36,NC_000077.7,+,6,1.90501497921537,0.105994607964589,0.281195541498674
gene-Ccndbp1,NC_000068.8,+,12,1.61419735097377,0.106198383053162,0.281678360957043
gene-Hs3st2,NC_000073.7,+,5,2.00271221505445,0.106302641849024,0.2818970816144
gene-Cep44,NC_000074.7,-,26,1.40373747402005,0.106411099381596,0.282085266455352
gene-Pgap2,NC_000073.7,+,16,1.52439645646527,0.106417228410706,0.282085266455352
gene-Katnip,NC_000073.7,+,29,1.38079650765957,0.106439163807849,0.282085595394859
gene-Carhsp1,NC_000082.7,-,4,2.139670186811,0.106609888505615,0.282480165548683
gene-Tiprl,NC_000067.7,-,11,1.64238663477539,0.106698696140826,0.282657565995352
gene-Insyn2b,NC_000077.7,+,3,2.35170665941161,0.10676944203787,0.282787055882813
gene-Gm36880,NC_000071.7,+,2,2.72832304826546,0.106884034605147,0.282983069536116
gene-Tfb2m,NC_000067.7,-,9,1.71683379834141,0.106887210599546,0.282983069536116
gene-Gipc1,NC_000074.7,+,9,1.71624024393862,0.107026354939889,0.283293460588945
gene-Ss18,NC_000084.7,-,11,1.64096393359743,0.107081921621128,0.283331826429612
gene-Rbm18,NC_000068.8,-,10,1.67547551960895,0.107084664624445,0.283331826429612
gene-Sbk1,NC_000073.7,+,6,1.91130582182707,0.107220520208611,0.283633255851496
gene-Pla2g6,NC_000081.7,-,26,1.40227878826999,0.107378614296177,0.283993378055717
gene-Inhbb,NC_000067.7,-,2,2.71442243649095,0.107451276329008,0.284127449757323
gene-Zfand6,NC_000073.7,-,11,1.6393010399677,0.107531417837298,0.284281240165532
gene-AI597479,NC_000067.7,+,4,2.13198961776682,0.107576598244695,0.284329485001998
gene-Dpm1,NC_000068.8,-,9,1.71373570498694,0.107615314424562,0.284329485001998
gene-Noct,NC_000069.7,+,3,2.34299159730874,0.107615621208133,0.284329485001998
gene-Zcchc4,NC_000071.7,+,17,1.50389426496648,0.107698197312718,0.284489539592602
gene-Rbms2,NC_000076.7,-,14,1.55904247164942,0.107954100871926,0.285107287436517
gene-Zswim4,NC_000074.7,-,14,1.5587733816829,0.108040164852997,0.285272225427776
gene-Rap1b,NC_000076.7,-,8,1.75993121061522,0.108062429341239,0.285272225427776
gene-Ak4,NC_000070.7,+,5,1.9909584896545,0.108082726714305,0.285272225427776
gene-Sord,NC_000068.8,+,9,1.71124265830105,0.108204521345808,0.285535416152894
gene-Ctdp1,NC_000084.7,-,13,1.58078185678064,0.108344425797877,0.285846278833933
gene-R3hcc1,NC_000080.7,-,9,1.71034582418848,0.108417201370115,0.285902549873726
gene-Tecr,NC_000074.7,-,13,1.58051283652511,0.108426581830385,0.285902549873726
gene-Ostf1,NC_000085.7,-,10,1.67017250283356,0.108432073542923,0.285902549873726
gene-Rnf5,NC_000083.7,-,6,1.89032156876695,0.108561638828367,0.286185828570582
gene-Traf3,NC_000078.7,+,12,1.60567136702782,0.108645946880964,0.28634971082362
gene-Lrrtm4,NC_000072.7,+,7,1.81548527883561,0.108719808048505,0.286467689071241
gene-Rusf1,NC_000073.7,-,13,1.57943591254658,0.108756017113381,0.286467689071241
gene-Ccdc28b,NC_000070.7,-,9,1.70891562019195,0.108757160236588,0.286467689071241
gene-Ccnc,NC_000070.7,+,15,1.53581173392938,0.108849805783805,0.286653337039698
gene-Fchsd2,NC_000073.7,+,23,1.42551943883318,0.108889425794277,0.286699296375688
gene-Shcbp1,NC_000074.7,-,13,1.57868692518061,0.108985658433235,0.286862842180137
gene-Otof,NC_000071.7,-,50,1.28182836374378,0.108995902456753,0.286862842180137
gene-Snupn,NC_000075.7,+,10,1.66776994443801,0.109047574309112,0.286940443243082
gene-Dr1,NC_000071.7,+,3,2.32645532134828,0.109240500001875,0.287389622970759
gene-Ppp3cb,NC_000080.7,-,19,1.4701768327494,0.109405250804796,0.287764512641534
gene-Nptx1,NC_000077.7,-,5,1.98197498919156,0.109462810118828,0.287857365446687
gene-Raly,NC_000068.8,+,15,1.53383372516587,0.109518329474863,0.287944817055988
gene-Mras,NC_000075.7,-,6,1.88433635886275,0.109624208814545,0.28816461231677
gene-Aph1b,NC_000075.7,-,8,1.75247207626609,0.109697002759157,0.288249698124794
gene-Trub1,NC_000085.7,+,12,1.60200975528348,0.109712468227645,0.288249698124794
gene-Fblim1,NC_000070.7,-,12,1.6019722482624,0.109723441109438,0.288249698124794
gene-Sp9,NC_000068.8,+,3,2.31737620108527,0.110143503361312,0.289294461610855
gene-Kcnj10,NC_000067.7,+,3,2.3170919916937,0.110171896150278,0.289310280794222
gene-Cog4,NC_000074.7,+,20,1.45495106896107,0.110403188508469,0.289858797600492
gene-Cep120,NC_000084.7,-,22,1.43169570658091,0.110663171907469,0.290439052005557
gene-Cfap69,NC_000071.7,-,24,1.41205785613952,0.110669113761956,0.290439052005557
gene-Cyth3,NC_000071.7,+,13,1.57314338240097,0.110698728384455,0.290457832054405
gene-Psmd6,NC_000080.7,+,8,1.74725320279478,0.110854232611886,0.29080685403033
gene-Eif4enif1,NC_000077.7,+,20,1.45372820402014,0.110906846493204,0.290885874203328
gene-Cyb5r1,NC_000067.7,+,11,1.62643603444452,0.111066741997159,0.291246182937805
gene-Zfp518a,NC_000085.7,+,5,1.98459093729842,0.111132594826343,0.291359790976909
gene-Rbfa,NC_000084.7,-,6,1.8757307777128,0.111169375633449,0.291385373035904
gene-Sema3e,NC_000071.7,+,8,1.74575997164508,0.111187413278604,0.291385373035904
gene-Setd7,NC_000069.7,-,10,1.65926070627044,0.111253085190907,0.291446045590664
gene-Lrrc1,NC_000075.7,-,14,1.54885272921172,0.11125563497109,0.291446045590664
gene-Ube2i,NC_000083.7,-,14,1.54774275049527,0.111620587314231,0.292330557610288
gene-Zfp536,NC_000073.7,-,13,1.57013447323112,0.111638492541345,0.292330557610288
gene-B4galt5,NC_000068.8,-,9,1.69681389570835,0.111673048429284,0.292361849258286
gene-Eloa,NC_000070.7,-,11,1.62368538479492,0.111836043269433,0.292673573643398
gene-Sema6a,NC_000084.7,-,23,1.41902788133176,0.111837377325112,0.292673573643398
gene-Gm50594,NC_000086.8,-,2,2.64486850202269,0.11191052551302,0.292805750851687
gene-Wdr77,NC_000069.7,+,10,1.6562456803304,0.112044194189279,0.293096190018193
gene-Gfm1,NC_000069.7,+,18,1.47712687360833,0.112077888623896,0.293125042178533
gene-Stard13,NC_000071.7,-,3,2.29688180126845,0.112210639576301,0.293412899644218
gene-Fbxw7,NC_000069.7,+,17,1.49154354661377,0.112255947667368,0.293472037837491
gene-Cbfb,NC_000074.7,+,7,1.79751097424118,0.112344853891283,0.293645108200477
gene-Nr1d1,NC_000077.7,-,7,1.79734412025471,0.112379029608574,0.293675083840712
gene-Fbxw8,NC_000071.7,-,11,1.62156559691728,0.112561275354646,0.294091913972047
gene-Elavl1,NC_000074.7,-,6,1.86767147969229,0.112635257163701,0.294225768713017
gene-Gm52102,NC_000080.7,-,2,2.62806041396492,0.113019566192806,0.295170042320589
gene-Rbfox3,NC_000077.7,-,20,1.44943499787356,0.113063405102478,0.295224917866009
gene-Arhgap26,NC_000084.7,+,24,1.40652851276162,0.113249704658459,0.295651681539736
gene-Gabra4,NC_000071.7,-,11,1.61852187933985,0.113293095418248,0.295693201877457
gene-Tmem151b,NC_000083.7,-,5,1.9574937999859,0.113311336001289,0.295693201877457
gene-Rbm4,NC_000085.7,-,7,1.79116397635021,0.113651753199641,0.296521711545482
gene-Trex1,NC_000075.7,-,3,2.28150411392876,0.113788267964783,0.29681800516106
gene-Puf60,NC_000081.7,-,16,1.50338401206883,0.113880276642024,0.296998108048254
gene-Usp30,NC_000071.7,+,15,1.52043824502349,0.114141027032891,0.297618125527496
gene-Sh3pxd2a,NC_000085.7,-,14,1.53947430569265,0.114372455052009,0.298161451559692
gene-Terf2ip,NC_000074.7,+,3,2.27487037656085,0.114475971954536,0.298371169949217
gene-Ttll5,NC_000078.7,+,44,1.29290091277707,0.11464181884992,0.298743228528313
gene-Sgtb,NC_000079.7,+,12,1.58487401464788,0.114828661384495,0.299169838373423
gene-B3galnt2,NC_000079.7,+,17,1.48469006188501,0.114856386286269,0.299181801377707
gene-Ube2m,NC_000073.7,-,9,1.68381059628342,0.114885685213815,0.29919785881399
gene-Cpne3,NC_000070.7,-,16,1.5005735878013,0.1149121759054,0.299206597742004
gene-Syne1,NC_000076.7,-,74,1.22273718207603,0.11502829546337,0.299448660472578
gene-Pde8b,NC_000079.7,-,18,1.46951804122085,0.115073595024599,0.299506299950319
gene-Gm33605,NC_000086.8,-,4,2.0744452993315,0.115104034899856,0.299525248160934
gene-Nkain2,NC_000076.7,-,9,1.68229011629563,0.115266797024843,0.299832469250696
gene-Usp13,NC_000069.7,+,22,1.42135192036618,0.115268463397082,0.299832469250696
gene-Lnx1,NC_000071.7,-,10,1.64401453556258,0.115305970471953,0.299869719709183
gene-Dusp8,NC_000073.7,-,7,1.79146132259314,0.115427487706151,0.300125391737765
gene-Begain,NC_000078.7,-,7,1.78185713016463,0.115593861512821,0.300497570039259
gene-Jpt2,NC_000083.7,-,5,1.94299823565571,0.1156517544248,0.300587648708991
gene-Fanci,NC_000073.7,+,16,1.49789271681937,0.115904053907553,0.301182867025596
gene-2510022D24Rik,NC_000086.8,-,7,1.77974868290272,0.116038133528835,0.301470707297796
gene-Heg1,NC_000082.7,+,18,1.46669614211157,0.116201979165872,0.301835749458168
gene-AB010352,NC_000071.7,+,4,2.06584166566016,0.116273879235151,0.301920368061022
gene-Zfyve28,NC_000071.7,-,15,1.51439617293524,0.116281245906746,0.301920368061022
gene-Scaf8,NC_000083.7,+,20,1.44071851310482,0.116387834513836,0.302136464023975
gene-Mospd2,NC_000086.8,-,18,1.46603870636307,0.116466225705747,0.302279288993062
gene-Wapl,NC_000080.7,+,21,1.42901501972086,0.116558859225212,0.302459014117107
gene-Rhbdd1,NC_000067.7,+,2,2.5746273478152,0.116629565402904,0.302581779208778
gene-Dnajc25,NC_000070.7,+,5,1.93646651388618,0.116721630669224,0.302676874012864
gene-Wdr12,NC_000067.7,-,17,1.47980360131775,0.11674207730008,0.302676874012864
gene-Gm36565,NC_000077.7,+,2,2.57281146239406,0.116754547070758,0.302676874012864
gene-Gm31075,NC_000081.7,-,3,2.25313465515188,0.116759833329481,0.302676874012864
gene-Traf4,NC_000077.7,-,9,1.67560550692375,0.11695869385203,0.303131620759179
gene-Pgbd5,NC_000074.7,-,7,1.77484954198049,0.117076603735639,0.303376420780008
gene-Exog,NC_000075.7,+,8,1.71968546033256,0.117156538630216,0.303492156065511
gene-Eno1,NC_000070.7,+,14,1.53125083034505,0.117168200358393,0.303492156065511
gene-Wrnip1,NC_000079.7,+,7,1.77335197293259,0.117395771877493,0.304020728412418
gene-Zfp235,NC_000073.7,+,9,1.67352915787709,0.117485291406969,0.304191646399666
gene-Slc37a3,NC_000072.7,-,17,1.47774433417673,0.117544705786925,0.304218476287147
gene-Iffo2,NC_000070.7,+,9,1.67319031572076,0.117571870711915,0.304218476287147
gene-Rps6ka4,NC_000085.7,-,16,1.49332950846699,0.117609425203549,0.304218476287147
gene-Sh3bp4,NC_000067.7,+,7,1.7723050600543,0.117619376731633,0.304218476287147
gene-Atp5f1b,NC_000076.7,+,10,1.63549926512061,0.117627174153864,0.304218476287147
gene-Syt13,NC_000068.8,+,6,1.84090534180925,0.117636789601177,0.304218476287147
gene-Dusp28,NC_000067.7,+,2,2.55843579686272,0.117749411217491,0.304448847516156
gene-Nuak1,NC_000076.7,-,9,1.6734010804314,0.117833210085196,0.304604618435308
gene-Nfe2l3,NC_000072.7,+,4,2.05415501123238,0.117881974405994,0.304669779175204
gene-Add3,NC_000085.7,+,17,1.47675370391433,0.117932507320676,0.304739483951708
gene-Cd320,NC_000083.7,+,6,1.83888195980284,0.118023339471126,0.304913273947277
gene-Npr3,NC_000081.7,-,8,1.71541916426392,0.118160879049734,0.305207639055364
gene-Slc17a5,NC_000075.7,-,13,1.5496539529284,0.118224528931788,0.305311068824844
gene-Sptbn4,NC_000073.7,-,37,1.3153765887325,0.118285063047541,0.305406412536204
gene-Gtf2e2,NC_000074.7,+,11,1.60100053504192,0.118364907462191,0.305551566508686
gene-AU041133,NC_000076.7,+,5,1.92611939444748,0.118436145625688,0.305674450484338
gene-Frmd8,NC_000085.7,-,11,1.60033648655911,0.118561055463725,0.305916706965201
gene-Gad2,NC_000068.8,+,18,1.46083181692827,0.118577317870297,0.305916706965201
gene-Asap3,NC_000070.7,+,21,1.4243210681303,0.118659014876839,0.306066421899114
gene-Cetn2,NC_000086.8,-,5,1.92405463597571,0.118781187574976,0.306314019470519
gene-Fgd6,NC_000076.7,+,7,1.76679701991019,0.118802375447624,0.306314019470519
gene-Jag1,NC_000068.8,-,25,1.38610893745,0.119012992299134,0.306795899821548
gene-Nkiras2,NC_000077.7,+,5,1.91857561303206,0.119701519330269,0.308509316360775
gene-Sbds,NC_000071.7,-,6,1.82954179530259,0.119823380504363,0.30876186094101
gene-Snu13,NC_000081.7,-,3,2.22300910681912,0.120004215382735,0.309166238554764
gene-Zfp180,NC_000073.7,+,7,1.76082064010352,0.120098516516444,0.309347563056595
gene-Rnps1,NC_000083.7,+,10,1.62610319158061,0.120237276033587,0.30962001470513
gene-Tbkbp1,NC_000077.7,-,14,1.52237635247754,0.120252171488739,0.30962001470513
gene-Ecd,NC_000080.7,-,14,1.52228313577155,0.120284937814999,0.309642735024161
gene-Cant1,NC_000077.7,-,10,1.62546326215411,0.120416921090182,0.309920804071506
gene-Trir,NC_000074.7,+,6,1.82522990945947,0.120663128725306,0.310453741728791
gene-Platr25,NC_000079.7,-,9,1.6649756941869,0.120690623650552,0.310453741728791
gene-Yy1,NC_000078.7,+,7,1.75808591466981,0.120696003511356,0.310453741728791
gene-Fbxo22,NC_000075.7,+,8,1.70451442585676,0.12076411553856,0.310528981901846
gene-Dgcr8,NC_000082.7,-,19,1.44258235988795,0.120773276035435,0.310528981901846
gene-Trhr,NC_000081.7,+,3,2.21464141966407,0.120921983225899,0.310849534696989
gene-Ext2,NC_000068.8,-,15,1.50115975986796,0.121092221585331,0.311225298442584
gene-Tmsb10,NC_000072.7,-,6,1.82277560248345,0.121143598873368,0.311295482660295
gene-1700048O20Rik,NC_000075.7,+,4,2.03667173709147,0.121250389207289,0.31150800230788
gene-Rtca,NC_000069.7,-,13,1.54036927368671,0.121321295889483,0.31162826608514
gene-Atxn3,NC_000078.7,-,16,1.48349534873983,0.121358565112223,0.311662097417869
gene-Gm51929,NC_000077.7,-,2,2.50706200057836,0.121385006447052,0.311668113635045
gene-Plcb4,NC_000068.8,+,36,1.31430422821071,0.121680765338596,0.312365489901561
gene-Lpcat3,NC_000072.7,+,14,1.51820201590401,0.121727134694677,0.312422511015331
gene-Tmem165,NC_000071.7,+,6,1.81953977566338,0.121779836297893,0.312452517200909
gene-Cnnm4,NC_000067.7,+,7,1.75299215661236,0.121816287879241,0.312452517200909
gene-Pdia4,NC_000072.7,-,10,1.62045735975718,0.121830557606814,0.312452517200909
gene-Ccdc181,NC_000067.7,+,6,1.81920977326248,0.121844899952653,0.312452517200909
gene-Rabac1,NC_000073.7,-,5,1.90588621088824,0.121859622420272,0.312452517200909
gene-Morf4l2,NC_000086.8,-,5,1.90549600415133,0.121926579200568,0.312562229692952
gene-Gm1976,NC_000083.7,-,4,2.02516618583801,0.121967379349925,0.312573123270236
gene-Vps33b,NC_000073.7,+,29,1.35163494108453,0.121980961057524,0.312573123270236
gene-Arl15,NC_000079.7,+,7,1.75214593884335,0.122003334591213,0.312573123270236
gene-Gid8,NC_000068.8,+,11,1.58844157809755,0.12212405240742,0.312820433706707
gene-Eloc,NC_000067.7,-,11,1.58783165724677,0.122309291753698,0.313207694325986
gene-Stx12,NC_000070.7,-,9,1.65493268120618,0.122323673087494,0.313207694325986
gene-P3h1,NC_000070.7,+,18,1.45124738600735,0.122548929334558,0.313722348195534
gene-Cdc45,NC_000082.7,-,21,1.41568340213638,0.122607314886177,0.313809697886982
gene-Ndst2,NC_000080.7,-,16,1.47966834952945,0.122845170218994,0.314356269577018
gene-Aspscr1,NC_000077.7,+,22,1.40474275072462,0.123001884824582,0.314695029957728
gene-Mlycd,NC_000074.7,+,6,1.81222762278797,0.123229252945156,0.315164876028675
gene-Psmc5,NC_000077.7,+,11,1.58479831752137,0.123234267229336,0.315164876028675
gene-Wdr81,NC_000077.7,-,14,1.51347302835429,0.123417099781755,0.315504207514316
gene-Igfbp3,NC_000077.7,-,7,1.74826003546479,0.123425111582057,0.315504207514316
gene-Akap5,NC_000078.7,+,2,2.47879693180827,0.123440136860932,0.315504207514316
gene-Oxr1,NC_000081.7,+,19,1.43595273780036,0.123649763608936,0.315977552411454
gene-Slc43a2,NC_000077.7,+,17,1.46219573936423,0.123759574934969,0.31619568997115
gene-Hrob,NC_000077.7,+,2,2.47105132960104,0.124010276901414,0.316773634439262
gene-Mfsd5,NC_000081.7,+,2,2.47011883890709,0.124079119960688,0.316886899378274
gene-Zfp367,NC_000079.7,-,5,1.8920256424998,0.124259964331348,0.317231751465933
gene-Colec12,NC_000084.7,+,3,2.25626090012927,0.12429880535971,0.317231751465933
gene-Dnal1,NC_000078.7,+,8,1.69001854927129,0.124306257620326,0.317231751465933
gene-Pip4p2,NC_000070.7,+,9,1.64748252316892,0.124312264473003,0.317231751465933
gene-Trmt10c,NC_000082.7,-,2,2.46654206099396,0.124343591112271,0.317249095256462
gene-Tcta,NC_000075.7,-,4,2.00798660242863,0.124454860666414,0.317470357593437
gene-Vps45,NC_000069.7,-,15,1.49207534440686,0.124493119507761,0.317505327271518
gene-Zftraf1,NC_000081.7,-,6,1.80553394685606,0.124570382642882,0.317639739495346
gene-Top3b,NC_000082.7,+,26,1.36737504045681,0.12469764254031,0.317901559427131
gene-Celf6,NC_000075.7,+,17,1.45974232610547,0.12476549038461,0.318011842164793
gene-Rps12,NC_000076.7,-,10,1.60991084061267,0.124857708099276,0.318184184994666
gene-Slc20a1,NC_000068.8,+,18,1.44535901910835,0.125044797854045,0.318598181766424
gene-Slc1a4,NC_000077.7,-,8,1.68680766967886,0.125103635881173,0.318685310784165
gene-Gins3,NC_000074.7,+,3,2.17590946119665,0.125266591293165,0.318980018581624
gene-Mtrf1,NC_000080.7,+,11,1.57819737834814,0.125268654942864,0.318980018581624
gene-Ccser1,NC_000072.7,+,15,1.48928136096405,0.125555558560355,0.319615185899903
gene-Cdo1,NC_000084.7,-,5,1.88458388957437,0.125567521809124,0.319615185899903
gene-Peak1,NC_000075.7,-,5,1.88389127495601,0.125689892719394,0.319863711637136
gene-1700017B05Rik,NC_000075.7,-,2,2.45543156837919,0.125856049873006,0.320223547709539
gene-Wasl,NC_000072.7,-,13,1.52648732830646,0.126084093553553,0.320708036924974
gene-Bclaf3,NC_000086.8,+,18,1.4429087256929,0.126096061838977,0.320708036924974
gene-Galnt17,NC_000071.7,-,12,1.54860790480336,0.126359999881399,0.321316138117604
gene-Ccnd1,NC_000073.7,-,5,1.87978066966361,0.126418529348614,0.321401777091728
gene-Lipt2,NC_000073.7,+,2,2.44588293562243,0.126463458984925,0.321408934013495
gene-Slc37a1,NC_000083.7,+,20,1.41808810696227,0.126471048109076,0.321408934013495
gene-Ntsr1,NC_000068.8,+,4,1.99383723200776,0.126541526786578,0.321524865605268
gene-Abhd6,NC_000080.7,-,10,1.6035540824296,0.126714679531467,0.321901581296496
gene-Pex2,NC_000069.7,-,9,1.6384573717448,0.126760451575958,0.321954619055748
gene-Miip,NC_000070.7,-,13,1.52439134344873,0.126817236988443,0.3220356029789
gene-Gm26618,NC_000086.8,-,3,2.1598192120479,0.127294926347755,0.323185175197393
gene-Ube2s,NC_000073.7,-,4,1.98894166209218,0.127455194674816,0.32352856383305
gene-Acot6,NC_000078.7,+,3,2.15668732038905,0.127482989530782,0.323535616876297
gene-Maml3,NC_000069.7,-,7,1.72732850362301,0.127609252219608,0.323792516962173
gene-Tmem164,NC_000086.8,+,8,1.67652022425917,0.12769004296868,0.323933959535884
gene-Rbpj,NC_000071.7,+,13,1.52121497786015,0.12793537418236,0.324431563391527
gene-Slc6a7,NC_000084.7,-,16,1.46760347470722,0.127936362274552,0.324431563391527
gene-Tia1,NC_000072.7,+,27,1.35705584841926,0.128091772060429,0.324761985504317
gene-Hspb8,NC_000071.7,-,2,2.4158627031003,0.128161523421705,0.324875143554078
gene-Frmpd4,NC_000086.8,-,4,1.98175380426978,0.128351094831365,0.325291928170497
gene-Arpc5,NC_000067.7,+,4,1.98139500852519,0.128405218959689,0.325329015871668
gene-Scrt2,NC_000068.8,+,2,2.41254630483427,0.12841603850807,0.325329015871668
gene-Rab1a,NC_000077.7,+,6,1.78599681880041,0.128564186989236,0.325640546480961
gene-Oxct1as,NC_000081.7,-,2,2.40978356094578,0.1286285089916,0.325739672368978
gene-Rassf8,NC_000072.7,+,3,2.14573511285881,0.128764106194962,0.326019221891041
gene-Map2k4,NC_000077.7,-,13,1.51865250753135,0.128843666318935,0.326156808867251
gene-Dtx2,NC_000071.7,+,11,1.56644642914833,0.128964113723672,0.326349562106279
gene-Aasdh,NC_000071.7,-,32,1.32245617931566,0.128970278506549,0.326349562106279
gene-Dram2,NC_000069.7,+,11,1.56627203361249,0.129019677503614,0.326410698191361
gene-Tmem39a,NC_000082.7,+,13,1.51781240770498,0.129142668636975,0.326657956871112
gene-Cxxc1,NC_000084.7,+,16,1.46283754021638,0.129570392736743,0.327675770290242
gene-Tpx2,NC_000068.8,+,22,1.39118897369732,0.129631186331901,0.327715664798108
gene-Stmp1,NC_000072.7,+,5,1.86189418434209,0.129636846911553,0.327715664798108
gene-Dcaf4,NC_000078.7,+,21,1.40028686780037,0.129919453345562,0.328365896055921
gene-Cpsf1,NC_000081.7,-,40,1.2856067112953,0.129951891030409,0.328383705880478
gene-Gm3667,NC_000080.7,+,8,1.66751201913204,0.129994903789075,0.328428226353606
gene-Acsf3,NC_000074.7,+,11,1.56303620725714,0.130054486876555,0.328514585698143
gene-Sptlc1,NC_000079.7,-,19,1.42129846090657,0.130214554558334,0.328854683480363
gene-Adck2,NC_000072.7,+,10,1.59120594685527,0.130392635076765,0.329240130700468
gene-Anln,NC_000075.7,-,24,1.37216599029474,0.130444842278814,0.329307660587917
